Config Number,t2,a,w2,t3,w1,t1,Mass (kg),Max Von Mises Stress (MPa),Max Displacement (mm)
352,40,90,200,48,120,40,298.389 kg,10.4903 MPa,0.0443618 mm
353,40,90,200,48,120,50,318.549 kg,9.18816 MPa,0.0373262 mm
354,40,90,200,48,120,60,338.709 kg,8.95058 MPa,0.0319001 mm
355,40,90,200,48,150,40,318.549 kg,10.5264 MPa,0.0396709 mm
356,40,90,200,48,150,50,343.749 kg,9.14783 MPa,0.0331964 mm
357,40,90,200,48,150,60,368.949 kg,7.41164 MPa,0.0283079 mm
358,40,90,200,48,180,40,338.709 kg,10.1905 MPa,0.0361868 mm
359,40,90,200,48,180,50,368.949 kg,8.70598 MPa,0.0302082 mm
360,40,90,200,48,180,60,399.189 kg,7.58861 MPa,0.0257134 mm
361,40,90,200,60,120,40,338.709 kg,5.98058 MPa,0.0371096 mm
362,40,90,200,60,120,50,358.869 kg,5.61983 MPa,0.0313574 mm
363,40,90,200,60,120,60,379.029 kg,3.79065 MPa,0.0269592 mm
364,40,90,200,60,150,40,358.869 kg,5.60356 MPa,0.0331949 mm
365,40,90,200,60,150,50,384.069 kg,3.65073 MPa,0.0280347 mm
366,40,90,200,60,150,60,409.269 kg,3.37605 MPa,0.0239557 mm
367,40,90,200,60,180,40,379.029 kg,3.92475 MPa,0.030452 mm
368,40,90,200,60,180,50,409.269 kg,4.48742 MPa,0.0255009 mm
369,40,90,200,60,180,60,439.509 kg,3.13946 MPa,0.0218116 mm
370,40,90,200,72,120,40,379.029 kg,4.30174 MPa,0.0313616 mm
371,40,90,200,72,120,50,399.189 kg,3.27454 MPa,0.0254679 mm
372,40,90,200,72,120,60,419.349 kg,4.25023 MPa,0.0219935 mm
373,40,90,200,72,150,40,399.189 kg,4.00328 MPa,0.0281545 mm
374,40,90,200,72,150,50,424.389 kg,3.57422 MPa,0.0227035 mm
375,40,90,200,72,150,60,449.589 kg,3.06482 MPa,0.0196342 mm
376,40,90,200,72,180,40,419.349 kg,3.76862 MPa,0.0258322 mm
377,40,90,200,72,180,50,449.589 kg,4.09113 MPa,0.0207748 mm
378,40,90,200,72,180,60,479.829 kg,3.11807 MPa,0.0179162 mm
379,40,90,240,48,120,40,329.843 kg,7.06231 MPa,0.0382082 mm
380,40,90,240,48,120,50,350.003 kg,4.91275 MPa,0.0324806 mm
381,40,90,240,48,120,60,370.163 kg,5.68283 MPa,0.0279385 mm
382,40,90,240,48,150,40,350.003 kg,9.08109 MPa,0.0340831 mm
383,40,90,240,48,150,50,375.203 kg,6.34124 MPa,0.0287572 mm
384,40,90,240,48,150,60,400.403 kg,4.58591 MPa,0.0247571 mm
385,40,90,240,48,180,40,370.163 kg,4.72813 MPa,0.0306567 mm
386,40,90,240,48,180,50,400.403 kg,6.49735 MPa,0.0262822 mm
387,40,90,240,48,180,60,430.643 kg,4.8522 MPa,0.0225226 mm
388,40,90,240,60,120,40,378.227 kg,4.37324 MPa,0.0332973 mm
389,40,90,240,60,120,50,398.387 kg,3.81585 MPa,0.0283024 mm
390,40,90,240,60,120,60,418.547 kg,3.72302 MPa,0.0244676 mm
391,40,90,240,60,150,40,398.387 kg,4.27811 MPa,0.0299249 mm
392,40,90,240,60,150,50,423.587 kg,3.89905 MPa,0.0253278 mm
393,40,90,240,60,150,60,448.787 kg,3.05043 MPa,0.0218052 mm
394,40,90,240,60,180,40,418.547 kg,3.73588 MPa,0.0273793 mm
395,40,90,240,60,180,50,448.787 kg,3.74729 MPa,0.0231558 mm
396,40,90,240,60,180,60,479.027 kg,4.69538 MPa,0.0198671 mm
397,40,90,240,72,120,40,426.611 kg,3.52007 MPa,0.0283259 mm
398,40,90,240,72,120,50,446.771 kg,3.06698 MPa,0.0242718 mm
399,40,90,240,72,120,60,466.931 kg,2.78427 MPa,0.0210906 mm
400,40,90,240,72,150,40,446.771 kg,3.30196 MPa,0.0255407 mm
401,40,90,240,72,150,50,471.971 kg,2.77884 MPa,0.0217564 mm
402,40,90,240,72,150,60,497.171 kg,2.52265 MPa,0.0188567 mm
403,40,90,240,72,180,40,466.931 kg,2.98381 MPa,0.0234209 mm
404,40,90,240,72,180,50,497.171 kg,3.27442 MPa,0.0198994 mm
405,40,90,240,72,180,60,527.411 kg,3.41423 MPa,0.0172147 mm
406,40,108,160,48,120,40,279.031 kg,10.5947 MPa,0.037356 mm
407,40,108,160,48,120,50,299.191 kg,9.84283 MPa,0.0315845 mm
408,40,108,160,48,120,60,319.351 kg,5.10946 MPa,0.0247987 mm
409,40,108,160,48,150,40,299.191 kg,9.10958 MPa,0.0335218 mm
410,40,108,160,48,150,50,324.391 kg,9.28287 MPa,0.0281974 mm
411,40,108,160,48,150,60,349.591 kg,6.31748 MPa,0.0216672 mm
412,40,108,160,48,180,40,319.351 kg,8.58468 MPa,0.0307263 mm
413,40,108,160,48,180,50,349.591 kg,8.14176 MPa,0.0257769 mm
414,40,108,160,48,180,60,379.831 kg,5.86922 MPa,0.0204882 mm
415,40,108,160,60,120,40,311.287 kg,4.39255 MPa,0.031734 mm
416,40,108,160,60,120,50,331.447 kg,3.45371 MPa,0.0255478 mm
417,40,108,160,60,120,60,351.607 kg,3.3306 MPa,0.0222198 mm
418,40,108,160,60,150,40,331.447 kg,4.01931 MPa,0.0284601 mm
419,40,108,160,60,150,50,356.647 kg,2.91069 MPa,0.02295 mm
420,40,108,160,60,150,60,381.847 kg,4.00527 MPa,0.0198266 mm
421,40,108,160,60,180,40,351.607 kg,3.77124 MPa,0.0261403 mm
422,40,108,160,60,180,50,381.847 kg,3.93931 MPa,0.0209977 mm
423,40,108,160,60,180,60,412.087 kg,6.02436 MPa,0.0181403 mm
424,40,108,160,72,120,40,343.543 kg,6.50685 MPa,0.0258167 mm
425,40,108,160,72,120,50,363.703 kg,3.476 MPa,0.0222857 mm
426,40,108,160,72,120,60,383.863 kg,4.42438 MPa,0.01944 mm
427,40,108,160,72,150,40,363.703 kg,2.83349 MPa,0.0232291 mm
428,40,108,160,72,150,50,388.903 kg,2.49459 MPa,0.0199301 mm
429,40,108,160,72,150,60,414.103 kg,2.33064 MPa,0.0173962 mm
430,40,108,160,72,180,40,383.863 kg,2.84349 MPa,0.0213818 mm
431,40,108,160,72,180,50,414.103 kg,2.77602 MPa,0.0183513 mm
432,40,108,160,72,180,60,444.343 kg,2.79168 MPa,0.0159557 mm
433,40,108,200,48,120,40,310.485 kg,10.4949 MPa,0.0357182 mm
434,40,108,200,48,120,50,330.645 kg,8.80076 MPa,0.0302455 mm
435,40,108,200,48,120,60,350.805 kg,5.79749 MPa,0.0233208 mm
436,40,108,200,48,150,40,330.645 kg,9.85958 MPa,0.0319981 mm
437,40,108,200,48,150,50,355.845 kg,8.53257 MPa,0.0269786 mm
438,40,108,200,48,150,60,381.045 kg,6.1454 MPa,0.0209574 mm
439,40,108,200,48,180,40,350.805 kg,7.85312 MPa,0.0293053 mm
440,40,108,200,48,180,50,381.045 kg,7.83755 MPa,0.0246339 mm
441,40,108,200,48,180,60,411.285 kg,4.35086 MPa,0.0194419 mm
442,40,108,200,60,120,40,350.805 kg,4.96773 MPa,0.0302417 mm
443,40,108,200,60,120,50,370.965 kg,2.93828 MPa,0.0243394 mm
444,40,108,200,60,120,60,391.125 kg,4.85461 MPa,0.0212026 mm
445,40,108,200,60,150,40,370.965 kg,3.65854 MPa,0.0271526 mm
446,40,108,200,60,150,50,396.165 kg,3.47759 MPa,0.0218067 mm
447,40,108,200,60,150,60,421.365 kg,4.01813 MPa,0.0189236 mm
448,40,108,200,60,180,40,391.125 kg,3.71372 MPa,0.0249584 mm
449,40,108,200,60,180,50,421.365 kg,4.67509 MPa,0.0199696 mm
450,40,108,200,60,180,60,451.605 kg,3.16697 MPa,0.017295 mm
451,40,108,200,72,120,40,391.125 kg,2.91908 MPa,0.024614 mm
452,40,108,200,72,120,50,411.285 kg,2.78394 MPa,0.0212479 mm
453,40,108,200,72,120,60,431.445 kg,2.27708 MPa,0.0186204 mm
454,40,108,200,72,150,40,411.285 kg,2.57946 MPa,0.0221769 mm
455,40,108,200,72,150,50,436.485 kg,3.04048 MPa,0.0190914 mm
456,40,108,200,72,150,60,461.685 kg,2.16531 MPa,0.0166216 mm
457,40,108,200,72,180,40,431.445 kg,2.99583 MPa,0.0204102 mm
458,40,108,200,72,180,50,461.685 kg,2.37862 MPa,0.0174828 mm
459,40,108,200,72,180,60,491.925 kg,3.78257 MPa,0.0151921 mm
460,40,108,240,48,120,40,341.939 kg,5.39063 MPa,0.029074 mm
461,40,108,240,48,120,50,362.099 kg,4.22376 MPa,0.0263257 mm
462,40,108,240,48,120,60,382.259 kg,3.35006 MPa,0.0216623 mm
463,40,108,240,48,150,40,362.099 kg,5.3621 MPa,0.0269594 mm
464,40,108,240,48,150,50,387.299 kg,5.39751 MPa,0.0227521 mm
465,40,108,240,48,150,60,412.499 kg,5.60631 MPa,0.0205424 mm
466,40,108,240,48,180,40,382.259 kg,5.59312 MPa,0.0254942 mm
467,40,108,240,48,180,50,412.499 kg,7.1752 MPa,0.020802 mm
468,40,108,240,48,180,60,442.739 kg,5.13524 MPa,0.0183258 mm
469,40,108,240,60,120,40,390.323 kg,3.28685 MPa,0.0273384 mm
470,40,108,240,60,120,50,410.483 kg,3.5145 MPa,0.0235118 mm
471,40,108,240,60,120,60,430.643 kg,2.82135 MPa,0.0204696 mm
472,40,108,240,60,150,40,410.483 kg,3.67156 MPa,0.0246245 mm
473,40,108,240,60,150,50,435.683 kg,4.05629 MPa,0.0210494 mm
474,40,108,240,60,150,60,460.883 kg,4.01161 MPa,0.0182827 mm
475,40,108,240,60,180,40,430.643 kg,4.30692 MPa,0.0226307 mm
476,40,108,240,60,180,50,460.883 kg,4.03597 MPa,0.01924 mm
477,40,108,240,60,180,60,491.123 kg,3.19152 MPa,0.0166363 mm
478,40,108,240,72,120,40,438.707 kg,2.99272 MPa,0.0236318 mm
479,40,108,240,72,120,50,458.867 kg,3.10062 MPa,0.0204207 mm
480,40,108,240,72,120,60,479.027 kg,2.34533 MPa,0.0179073 mm
481,40,108,240,72,150,40,458.867 kg,5.26451 MPa,0.0213148 mm
482,40,108,240,72,150,50,484.067 kg,2.46965 MPa,0.0183466 mm
483,40,108,240,72,150,60,509.267 kg,2.6226 MPa,0.0160203 mm
484,40,108,240,72,180,40,479.027 kg,2.59803 MPa,0.0196103 mm
485,40,108,240,72,180,50,509.267 kg,3.54356 MPa,0.0168083 mm
486,40,108,240,72,180,60,539.507 kg,3.20727 MPa,0.0146237 mm
487,48,72,160,48,120,40,264.516 kg,10.4316 MPa,0.0577088 mm
488,48,72,160,48,120,50,284.676 kg,8.07271 MPa,0.0480235 mm
489,48,72,160,48,120,60,304.836 kg,8.29452 MPa,0.0407148 mm
490,48,72,160,48,150,40,284.676 kg,8.33514 MPa,0.0516346 mm
491,48,72,160,48,150,50,309.876 kg,5.93687 MPa,0.042744 mm
492,48,72,160,48,150,60,335.076 kg,6.81839 MPa,0.0360503 mm
493,48,72,160,48,180,40,304.836 kg,8.68528 MPa,0.0473517 mm
494,48,72,160,48,180,50,335.076 kg,7.84692 MPa,0.0390827 mm
495,48,72,160,48,180,60,365.316 kg,6.70639 MPa,0.0328469 mm
496,48,72,160,60,120,40,296.772 kg,6.03487 MPa,0.0476588 mm
497,48,72,160,60,120,50,316.932 kg,4.9934 MPa,0.0398406 mm
498,48,72,160,60,120,60,337.092 kg,4.46867 MPa,0.0338625 mm
499,48,72,160,60,150,40,316.932 kg,5.60571 MPa,0.0426845 mm
500,48,72,160,60,150,50,342.132 kg,4.86751 MPa,0.0355396 mm
501,48,72,160,60,150,60,367.332 kg,4.03916 MPa,0.0300656 mm
502,48,72,160,60,180,40,337.092 kg,5.21869 MPa,0.0389292 mm
503,48,72,160,60,180,50,367.332 kg,4.41399 MPa,0.032327 mm
504,48,72,160,60,180,60,397.572 kg,7.10113 MPa,0.0272169 mm
505,48,72,160,72,120,40,329.028 kg,5.37367 MPa,0.0394528 mm
506,48,72,160,72,120,50,349.188 kg,4.91701 MPa,0.0333464 mm
507,48,72,160,72,120,60,369.348 kg,4.52073 MPa,0.0285443 mm
508,48,72,160,72,150,40,349.188 kg,5.03833 MPa,0.0354255 mm
509,48,72,160,72,150,50,374.388 kg,4.55895 MPa,0.0297421 mm
510,48,72,160,72,150,60,399.588 kg,4.16497 MPa,0.025375 mm
511,48,72,160,72,180,40,369.348 kg,4.74374 MPa,0.0324625 mm
512,48,72,160,72,180,50,399.588 kg,4.27293 MPa,0.027124 mm
513,48,72,160,72,180,60,429.828 kg,3.90239 MPa,0.0231145 mm
514,48,72,200,48,120,40,295.97 kg,13.921 MPa,0.0543036 mm
515,48,72,200,48,120,50,316.13 kg,12.2706 MPa,0.0451617 mm
516,48,72,200,48,120,60,336.29 kg,8.75377 MPa,0.038145 mm
517,48,72,200,48,150,40,316.13 kg,11.0861 MPa,0.0483113 mm
518,48,72,200,48,150,50,341.33 kg,9.1537 MPa,0.0401617 mm
519,48,72,200,48,150,60,366.53 kg,8.1441 MPa,0.0338902 mm
520,48,72,200,48,180,40,336.29 kg,10.9678 MPa,0.0443415 mm
521,48,72,200,48,180,50,366.53 kg,9.64427 MPa,0.0365874 mm
522,48,72,200,48,180,60,396.77 kg,7.91319 MPa,0.0307887 mm
523,48,72,200,60,120,40,336.29 kg,6.313 MPa,0.0444529 mm
524,48,72,200,60,120,50,356.45 kg,4.90129 MPa,0.0375608 mm
525,48,72,200,60,120,60,376.61 kg,5.3414 MPa,0.0319826 mm
526,48,72,200,60,150,40,356.45 kg,5.94074 MPa,0.039902 mm
527,48,72,200,60,150,50,381.65 kg,4.05253 MPa,0.0334615 mm
528,48,72,200,60,150,60,406.85 kg,5.11582 MPa,0.0283371 mm
529,48,72,200,60,180,40,376.61 kg,4.62114 MPa,0.0366217 mm
530,48,72,200,60,180,50,406.85 kg,3.76815 MPa,0.0304894 mm
531,48,72,200,60,180,60,437.09 kg,3.50051 MPa,0.0258666 mm
532,48,72,200,72,120,40,376.61 kg,4.7877 MPa,0.0370044 mm
533,48,72,200,72,120,50,396.77 kg,4.32922 MPa,0.0314136 mm
534,48,72,200,72,120,60,416.93 kg,3.93581 MPa,0.0270228 mm
535,48,72,200,72,150,40,396.77 kg,4.47219 MPa,0.0332351 mm
536,48,72,200,72,150,50,421.97 kg,4.01881 MPa,0.0280224 mm
537,48,72,200,72,150,60,447.17 kg,3.63626 MPa,0.0240292 mm
538,48,72,200,72,180,40,416.93 kg,4.22788 MPa,0.0304809 mm
539,48,72,200,72,180,50,447.17 kg,3.77374 MPa,0.0255576 mm
540,48,72,200,72,180,60,477.41 kg,3.40118 MPa,0.0218504 mm
541,48,72,240,48,120,40,327.424 kg,8.30151 MPa,0.0461955 mm
542,48,72,240,48,120,50,347.584 kg,6.15235 MPa,0.0372164 mm
543,48,72,240,48,120,60,367.744 kg,7.60394 MPa,0.0322953 mm
544,48,72,240,48,150,40,347.584 kg,7.49433 MPa,0.041743 mm
545,48,72,240,48,150,50,372.784 kg,7.44365 MPa,0.0345191 mm
546,48,72,240,48,150,60,397.984 kg,5.56354 MPa,0.0290895 mm
547,48,72,240,48,180,40,367.744 kg,5.19062 MPa,0.0379048 mm
548,48,72,240,48,180,50,397.984 kg,5.89828 MPa,0.0313101 mm
549,48,72,240,48,180,60,428.224 kg,5.66071 MPa,0.0255348 mm
550,48,72,240,60,120,40,375.808 kg,5.08285 MPa,0.0397482 mm
551,48,72,240,60,120,50,395.968 kg,3.99609 MPa,0.0333272 mm
552,48,72,240,60,120,60,416.128 kg,3.75294 MPa,0.0286349 mm
553,48,72,240,60,150,40,395.968 kg,3.96981 MPa,0.0356897 mm
554,48,72,240,60,150,50,421.168 kg,3.55057 MPa,0.0299203 mm
555,48,72,240,60,150,60,446.368 kg,3.80862 MPa,0.0257035 mm
556,48,72,240,60,180,40,416.128 kg,3.76582 MPa,0.0326775 mm
557,48,72,240,60,180,50,446.368 kg,5.23176 MPa,0.0272806 mm
558,48,72,240,60,180,60,476.608 kg,3.11602 MPa,0.02323 mm
559,48,72,240,72,120,40,424.192 kg,3.52277 MPa,0.0333041 mm
560,48,72,240,72,120,50,444.352 kg,3.34405 MPa,0.0282756 mm
561,48,72,240,72,120,60,464.512 kg,3.0106 MPa,0.0244185 mm
562,48,72,240,72,150,40,444.352 kg,3.38522 MPa,0.0299694 mm
563,48,72,240,72,150,50,469.552 kg,2.94316 MPa,0.0253528 mm
564,48,72,240,72,150,60,494.752 kg,2.67292 MPa,0.0219199 mm
565,48,72,240,72,180,40,464.512 kg,3.09746 MPa,0.0274553 mm
566,48,72,240,72,180,50,494.752 kg,2.91341 MPa,0.0231852 mm
567,48,72,240,72,180,60,524.992 kg,2.60847 MPa,0.0198292 mm
568,48,90,160,48,120,40,279.031 kg,6.39097 MPa,0.0450748 mm
569,48,90,160,48,120,50,299.191 kg,8.89032 MPa,0.0375179 mm
570,48,90,160,48,120,60,319.351 kg,9.2258 MPa,0.0320694 mm
571,48,90,160,48,150,40,299.191 kg,5.66888 MPa,0.0403721 mm
572,48,90,160,48,150,50,324.391 kg,8.51788 MPa,0.0336619 mm
573,48,90,160,48,150,60,349.591 kg,8.68342 MPa,0.0285259 mm
574,48,90,160,48,180,40,319.351 kg,7.7581 MPa,0.036947 mm
575,48,90,160,48,180,50,349.591 kg,7.79092 MPa,0.0306337 mm
576,48,90,160,48,180,60,379.831 kg,7.74586 MPa,0.0260103 mm
577,48,90,160,60,120,40,311.287 kg,5.30082 MPa,0.0375084 mm
578,48,90,160,60,120,50,331.447 kg,5.76667 MPa,0.0316056 mm
579,48,90,160,60,120,60,351.607 kg,4.05045 MPa,0.0272153 mm
580,48,90,160,60,150,40,331.447 kg,4.97186 MPa,0.0336494 mm
581,48,90,160,60,150,50,356.647 kg,5.28589 MPa,0.0282007 mm
582,48,90,160,60,150,60,381.847 kg,3.74242 MPa,0.0242012 mm
583,48,90,160,60,180,40,351.607 kg,3.88205 MPa,0.0308854 mm
584,48,90,160,60,180,50,381.847 kg,4.97457 MPa,0.0257926 mm
585,48,90,160,60,180,60,412.087 kg,3.46176 MPa,0.0220705 mm
586,48,90,160,72,120,40,343.543 kg,4.83403 MPa,0.0316584 mm
587,48,90,160,72,120,50,363.703 kg,3.02945 MPa,0.025614 mm
588,48,90,160,72,120,60,383.863 kg,3.23148 MPa,0.0222578 mm
589,48,90,160,72,150,40,363.703 kg,4.4999 MPa,0.0284621 mm
590,48,90,160,72,150,50,388.903 kg,2.68081 MPa,0.0228472 mm
591,48,90,160,72,150,60,414.103 kg,2.39626 MPa,0.0197955 mm
592,48,90,160,72,180,40,383.863 kg,4.23187 MPa,0.0261666 mm
593,48,90,160,72,180,50,414.103 kg,2.91252 MPa,0.0210205 mm
594,48,90,160,72,180,60,444.343 kg,2.38239 MPa,0.0181623 mm
595,48,90,200,48,120,40,310.485 kg,10.3452 MPa,0.0422477 mm
596,48,90,200,48,120,50,330.645 kg,9.52019 MPa,0.0357179 mm
597,48,90,200,48,120,60,350.805 kg,8.65758 MPa,0.0306017 mm
598,48,90,200,48,150,40,330.645 kg,9.17389 MPa,0.0378362 mm
599,48,90,200,48,150,50,355.845 kg,9.33626 MPa,0.0317627 mm
600,48,90,200,48,150,60,381.045 kg,7.4258 MPa,0.027167 mm
601,48,90,200,48,180,40,350.805 kg,8.85295 MPa,0.0346996 mm
602,48,90,200,48,180,50,381.045 kg,8.14059 MPa,0.0290386 mm
603,48,90,200,48,180,60,411.285 kg,6.05181 MPa,0.0247044 mm
604,48,90,200,60,120,40,350.805 kg,4.40355 MPa,0.0354925 mm
605,48,90,200,60,120,50,370.965 kg,5.38198 MPa,0.0301402 mm
606,48,90,200,60,120,60,391.125 kg,3.61382 MPa,0.0258982 mm
607,48,90,200,60,150,40,370.965 kg,4.07508 MPa,0.0318194 mm
608,48,90,200,60,150,50,396.165 kg,3.52139 MPa,0.0268819 mm
609,48,90,200,60,150,60,421.365 kg,3.30949 MPa,0.0230361 mm
610,48,90,200,60,180,40,391.125 kg,3.70448 MPa,0.0292517 mm
611,48,90,200,60,180,50,421.365 kg,4.49217 MPa,0.024529 mm
612,48,90,200,60,180,60,451.605 kg,3.09466 MPa,0.0209768 mm
613,48,90,200,72,120,40,391.125 kg,4.21057 MPa,0.0299851 mm
614,48,90,200,72,120,50,411.285 kg,2.81778 MPa,0.024295 mm
615,48,90,200,72,120,60,431.445 kg,3.65842 MPa,0.0211205 mm
616,48,90,200,72,150,40,411.285 kg,3.92353 MPa,0.0269516 mm
617,48,90,200,72,150,50,436.485 kg,4.02352 MPa,0.0218075 mm
618,48,90,200,72,150,60,461.685 kg,3.13389 MPa,0.0188748 mm
619,48,90,200,72,180,40,431.445 kg,3.6942 MPa,0.0247432 mm
620,48,90,200,72,180,50,461.685 kg,2.39768 MPa,0.0199039 mm
621,48,90,200,72,180,60,491.925 kg,2.72339 MPa,0.0172774 mm
622,48,90,240,48,120,40,341.939 kg,6.70048 MPa,0.0356869 mm
623,48,90,240,48,120,50,362.099 kg,4.60439 MPa,0.0312563 mm
624,48,90,240,48,120,60,382.259 kg,5.62008 MPa,0.0264217 mm
625,48,90,240,48,150,40,362.099 kg,5.46569 MPa,0.0327329 mm
626,48,90,240,48,150,50,387.299 kg,4.98234 MPa,0.0263695 mm
627,48,90,240,48,150,60,412.499 kg,5.50069 MPa,0.0239545 mm
628,48,90,240,48,180,40,382.259 kg,6.22585 MPa,0.0299994 mm
629,48,90,240,48,180,50,412.499 kg,4.31959 MPa,0.0248011 mm
630,48,90,240,48,180,60,442.739 kg,5.07111 MPa,0.0206162 mm
631,48,90,240,60,120,40,390.323 kg,4.38139 MPa,0.0319413 mm
632,48,90,240,60,120,50,410.483 kg,3.89644 MPa,0.0271768 mm
633,48,90,240,60,120,60,430.643 kg,3.96701 MPa,0.0235693 mm
634,48,90,240,60,150,40,410.483 kg,3.5209 MPa,0.0285751 mm
635,48,90,240,60,150,50,435.683 kg,3.10148 MPa,0.0242106 mm
636,48,90,240,60,150,60,460.883 kg,3.23796 MPa,0.0208978 mm
637,48,90,240,60,180,40,430.643 kg,3.21996 MPa,0.0260741 mm
638,48,90,240,60,180,50,460.883 kg,3.03431 MPa,0.0221031 mm
639,48,90,240,60,180,60,491.123 kg,3.89017 MPa,0.0190634 mm
640,48,90,240,72,120,40,438.707 kg,3.15541 MPa,0.0270363 mm
641,48,90,240,72,120,50,458.867 kg,2.715 MPa,0.0233594 mm
642,48,90,240,72,120,60,479.027 kg,2.95865 MPa,0.0203234 mm
643,48,90,240,72,150,40,458.867 kg,3.31966 MPa,0.0243988 mm
644,48,90,240,72,150,50,484.067 kg,3.02846 MPa,0.0208375 mm
645,48,90,240,72,150,60,509.267 kg,2.48349 MPa,0.0181199 mm
646,48,90,240,72,180,40,479.027 kg,3.4049 MPa,0.0224012 mm
647,48,90,240,72,180,50,509.267 kg,3.705 MPa,0.0190975 mm
648,48,90,240,72,180,60,539.507 kg,2.13421 MPa,0.0165689 mm
649,48,108,160,48,120,40,293.546 kg,10.3734 MPa,0.035553 mm
650,48,108,160,48,120,50,313.706 kg,10.5506 MPa,0.0301865 mm
651,48,108,160,48,120,60,333.866 kg,6.02339 MPa,0.0239768 mm
652,48,108,160,48,150,40,313.706 kg,10.4933 MPa,0.0319382 mm
653,48,108,160,48,150,50,338.906 kg,9.49221 MPa,0.0269824 mm
654,48,108,160,48,150,60,364.106 kg,5.36286 MPa,0.0216099 mm
655,48,108,160,48,180,40,333.866 kg,8.43858 MPa,0.0293374 mm
656,48,108,160,48,180,50,364.106 kg,8.54419 MPa,0.0246862 mm
657,48,108,160,48,180,60,394.346 kg,8.75796 MPa,0.0197483 mm
658,48,108,160,60,120,40,325.802 kg,4.39116 MPa,0.0301809 mm
659,48,108,160,60,120,50,345.962 kg,3.6356 MPa,0.0243611 mm
660,48,108,160,60,120,60,366.122 kg,3.7279 MPa,0.0212126 mm
661,48,108,160,60,150,40,345.962 kg,4.1461 MPa,0.0271414 mm
662,48,108,160,60,150,50,371.162 kg,3.03238 MPa,0.0218667 mm
663,48,108,160,60,150,60,396.362 kg,4.9751 MPa,0.018948 mm
664,48,108,160,60,180,40,366.122 kg,3.89446 MPa,0.0249595 mm
665,48,108,160,60,180,50,396.362 kg,3.6617 MPa,0.0200196 mm
666,48,108,160,60,180,60,426.602 kg,2.54972 MPa,0.017365 mm
667,48,108,160,72,120,40,358.058 kg,2.95407 MPa,0.0244588 mm
668,48,108,160,72,120,50,378.218 kg,2.69571 MPa,0.0211625 mm
669,48,108,160,72,120,60,398.378 kg,2.864 MPa,0.018635 mm
670,48,108,160,72,150,40,378.218 kg,2.68653 MPa,0.0221321 mm
671,48,108,160,72,150,50,403.418 kg,2.96305 MPa,0.019117 mm
672,48,108,160,72,150,60,428.618 kg,2.55947 MPa,0.0166518 mm
673,48,108,160,72,180,40,398.378 kg,2.6583 MPa,0.0205066 mm
674,48,108,160,72,180,50,428.618 kg,4.23264 MPa,0.0175081 mm
675,48,108,160,72,180,60,458.858 kg,2.49956 MPa,0.0152716 mm
676,48,108,200,48,120,40,325 kg,9.9128 MPa,0.0338956 mm
677,48,108,200,48,120,50,345.16 kg,8.88439 MPa,0.0288293 mm
678,48,108,200,48,120,60,365.32 kg,4.60634 MPa,0.0222781 mm
679,48,108,200,48,150,40,345.16 kg,8.46536 MPa,0.0305013 mm
680,48,108,200,48,150,50,370.36 kg,8.33944 MPa,0.0257481 mm
681,48,108,200,48,150,60,395.56 kg,7.31295 MPa,0.0200257 mm
682,48,108,200,48,180,40,365.32 kg,7.91267 MPa,0.0279351 mm
683,48,108,200,48,180,50,395.56 kg,7.01301 MPa,0.023529 mm
684,48,108,200,48,180,60,425.8 kg,4.19361 MPa,0.0178435 mm
685,48,108,200,60,120,40,365.32 kg,4.09106 MPa,0.0287596 mm
686,48,108,200,60,120,50,385.48 kg,3.32389 MPa,0.0231478 mm
687,48,108,200,60,120,60,405.64 kg,7.20919 MPa,0.0202258 mm
688,48,108,200,60,150,40,385.48 kg,3.60631 MPa,0.0259077 mm
689,48,108,200,60,150,50,410.68 kg,4.72936 MPa,0.0208306 mm
690,48,108,200,60,150,60,435.88 kg,4.61523 MPa,0.0180932 mm
691,48,108,200,60,180,40,405.64 kg,3.33517 MPa,0.0237696 mm
692,48,108,200,60,180,50,435.88 kg,2.43227 MPa,0.019021 mm
693,48,108,200,60,180,60,466.12 kg,3.04243 MPa,0.0165375 mm
694,48,108,200,72,120,40,405.64 kg,2.97011 MPa,0.0233663 mm
695,48,108,200,72,120,50,425.8 kg,6.23686 MPa,0.0202452 mm
696,48,108,200,72,120,60,445.96 kg,3.79967 MPa,0.017752 mm
697,48,108,200,72,150,40,425.8 kg,2.78883 MPa,0.0211393 mm
698,48,108,200,72,150,50,451 kg,3.01901 MPa,0.0182217 mm
699,48,108,200,72,150,60,476.2 kg,3.24345 MPa,0.0158978 mm
700,48,108,200,72,180,40,445.96 kg,2.44455 MPa,0.0194554 mm
701,48,108,200,72,180,50,476.2 kg,2.40037 MPa,0.0166746 mm
702,48,108,200,72,180,60,506.44 kg,2.88604 MPa,0.0145117 mm
703,48,108,240,48,120,40,356.454 kg,5.49177 MPa,0.0289211 mm
704,48,108,240,48,120,50,376.614 kg,4.29961 MPa,0.0252981 mm
705,48,108,240,48,120,60,396.774 kg,3.88533 MPa,0.0220605 mm
706,48,108,240,48,150,40,376.614 kg,4.71258 MPa,0.0261108 mm
707,48,108,240,48,150,50,401.814 kg,4.51068 MPa,0.0224515 mm
708,48,108,240,48,150,60,427.014 kg,4.67106 MPa,0.0194457 mm
709,48,108,240,48,180,40,396.774 kg,5.52575 MPa,0.023886 mm
